transaction_id,account_id,customer_id,transaction_date,amount,transaction_type,channel,category,description,is_debit
TXN001006,ACC00076,CUST0079,2022-02-27,2834.94,DEPOSIT,WIRE,UTILITIES,Transaction 1006,True
TXN001007,ACC00298,CUST0033,2023-09-13,341.8,FEE,MOBILE,SALARY,Transaction 1007,False
TXN001008,ACC00072,CUST0171,2024-08-16,8824.36,PAYMENT,ATM,SALARY,Transaction 1008,True
TXN001009,ACC00184,CUST0142,2024-10-22,8558.54,FEE,BRANCH,GROCERIES,Transaction 1009,False
TXN001010,ACC00263,CUST0200,2022-05-09,1745.79,WITHDRAWAL,ATM,TRANSFER,Transaction 1010,False
TXN001011,ACC00236,CUST0145,2022-10-14,2784.12,TRANSFER,MOBILE,SALARY,Transaction 1011,False
TXN001012,ACC00193,CUST0198,2024-08-24,6058.81,WITHDRAWAL,WIRE,TRANSFER,Transaction 1012,False
TXN001013,ACC00067,CUST0132,2023-10-26,5888.93,FEE,ATM,ENTERTAINMENT,Transaction 1013,False
TXN001014,ACC00035,CUST0176,2022-04-03,296.19,WITHDRAWAL,BRANCH,SALARY,Transaction 1014,True
TXN001015,ACC00256,CUST0121,2024-09-02,3237.27,WITHDRAWAL,BRANCH,SALARY,Transaction 1015,True
TXN001016,ACC00197,CUST0034,2024-05-10,9223.84,DEPOSIT,WIRE,GROCERIES,Transaction 1016,True
TXN001017,ACC00020,CUST0146,2022-05-30,4415.84,TRANSFER,WIRE,TRANSFER,Transaction 1017,True
TXN001018,ACC00090,CUST0063,2023-10-20,1077.5,PAYMENT,MOBILE,RENT,Transaction 1018,True
TXN001019,ACC00101,CUST0171,2023-06-02,4911.54,TRANSFER,BRANCH,RENT,Transaction 1019,True
TXN001020,ACC00223,CUST0026,2024-12-18,8086.91,WITHDRAWAL,ONLINE,ENTERTAINMENT,Transaction 1020,True
TXN001021,ACC00323,CUST0150,2022-07-17,2036.19,WITHDRAWAL,ONLINE,GROCERIES,Transaction 1021,False
TXN001022,ACC00291,CUST0144,2022-05-28,3407.77,FEE,MOBILE,RENT,Transaction 1022,True
TXN001023,ACC00293,CUST0163,2024-08-28,5009.0,TRANSFER,WIRE,ENTERTAINMENT,Transaction 1023,True
TXN001024,ACC00035,CUST0176,2024-06-17,4275.69,PAYMENT,ONLINE,ENTERTAINMENT,Transaction 1024,True
TXN001025,ACC00066,CUST0004,2024-11-25,2982.97,DEPOSIT,MOBILE,RENT,Transaction 1025,True
TXN001026,ACC00308,CUST0052,2023-11-09,226.4,TRANSFER,ATM,UTILITIES,Transaction 1026,False
TXN001027,ACC00035,CUST0176,2022-11-20,9681.18,DEPOSIT,WIRE,ENTERTAINMENT,Transaction 1027,True
TXN001028,ACC00266,CUST0079,2024-10-21,3123.08,FEE,ONLINE,ENTERTAINMENT,Transaction 1028,True
TXN001029,ACC00299,CUST0156,2024-08-22,9369.33,TRANSFER,ONLINE,SALARY,Transaction 1029,False
TXN001030,ACC00216,CUST0157,2023-06-19,2005.91,DEPOSIT,BRANCH,RENT,Transaction 1030,False
TXN001031,ACC00340,CUST0124,2022-05-08,2356.94,DEPOSIT,WIRE,ENTERTAINMENT,Transaction 1031,True
TXN001032,ACC00178,CUST0017,2022-05-25,9499.13,FEE,WIRE,SALARY,Transaction 1032,False
TXN001033,ACC00067,CUST0132,2023-07-09,7233.57,DEPOSIT,ONLINE,UTILITIES,Transaction 1033,True
TXN001034,ACC00333,CUST0081,2023-12-19,4315.72,TRANSFER,BRANCH,SALARY,Transaction 1034,True
TXN001035,ACC00014,CUST0095,2023-02-06,5342.32,PAYMENT,ONLINE,ENTERTAINMENT,Transaction 1035,False
TXN001036,ACC00027,CUST0023,2024-03-03,7657.05,WITHDRAWAL,MOBILE,TRANSFER,Transaction 1036,False
TXN001037,ACC00282,CUST0152,2022-10-10,1156.72,DEPOSIT,WIRE,GROCERIES,Transaction 1037,False
TXN001038,ACC00100,CUST0162,2023-12-04,4365.81,DEPOSIT,BRANCH,RENT,Transaction 1038,True
TXN001039,ACC00302,CUST0164,2022-01-21,2272.03,FEE,WIRE,SALARY,Transaction 1039,True
TXN001040,ACC00128,CUST0093,2022-04-27,767.04,WITHDRAWAL,MOBILE,RENT,Transaction 1040,False
TXN001041,ACC00023,CUST0074,2023-10-06,3497.32,WITHDRAWAL,ATM,RENT,Transaction 1041,False
TXN001042,ACC00246,CUST0099,2022-09-08,6566.25,DEPOSIT,ATM,ENTERTAINMENT,Transaction 1042,True
TXN001043,ACC00254,CUST0189,2024-01-02,8976.5,WITHDRAWAL,MOBILE,TRANSFER,Transaction 1043,False
TXN001044,ACC00188,CUST0037,2023-08-23,8689.84,WITHDRAWAL,WIRE,GROCERIES,Transaction 1044,False
TXN001045,ACC00278,CUST0174,2024-10-28,1044.68,TRANSFER,MOBILE,TRANSFER,Transaction 1045,False
TXN001046,ACC00144,CUST0107,2022-06-10,2036.35,WITHDRAWAL,WIRE,RENT,Transaction 1046,False
TXN001047,ACC00284,CUST0081,2023-03-08,1228.36,WITHDRAWAL,ONLINE,RENT,Transaction 1047,False
TXN001048,ACC00333,CUST0081,2024-07-18,9530.5,DEPOSIT,MOBILE,OTHER,Transaction 1048,True
TXN001049,ACC00139,CUST0090,2023-07-24,5882.81,TRANSFER,ONLINE,SALARY,Transaction 1049,False
TXN001050,ACC00313,CUST0041,2024-02-26,4954.08,PAYMENT,MOBILE,UTILITIES,Transaction 1050,True
TXN001051,ACC00115,CUST0028,2023-02-26,3793.89,PAYMENT,WIRE,SALARY,Transaction 1051,False
TXN001052,ACC00017,CUST0110,2023-12-14,9372.3,FEE,ATM,OTHER,Transaction 1052,False
TXN001053,ACC00303,CUST0137,2023-03-20,7572.76,TRANSFER,WIRE,UTILITIES,Transaction 1053,False
TXN001054,ACC00030,CUST0078,2022-08-12,5533.39,TRANSFER,WIRE,UTILITIES,Transaction 1054,False
TXN001055,ACC00294,CUST0184,2024-11-28,2601.75,PAYMENT,MOBILE,TRANSFER,Transaction 1055,True
TXN001056,ACC00068,CUST0064,2022-02-01,2807.72,TRANSFER,ONLINE,RENT,Transaction 1056,False
TXN001057,ACC00173,CUST0138,2024-03-19,387.02,TRANSFER,ATM,GROCERIES,Transaction 1057,False
TXN001058,ACC00335,CUST0045,2022-01-26,1243.94,FEE,ATM,OTHER,Transaction 1058,False
TXN001059,ACC00092,CUST0151,2024-06-27,4627.78,PAYMENT,ONLINE,UTILITIES,Transaction 1059,True
TXN001060,ACC00184,CUST0142,2024-09-10,6377.79,FEE,BRANCH,UTILITIES,Transaction 1060,True
TXN001061,ACC00297,CUST0013,2022-06-12,2765.18,FEE,WIRE,GROCERIES,Transaction 1061,True
TXN001062,ACC00226,CUST0164,2023-01-04,2580.81,TRANSFER,ATM,OTHER,Transaction 1062,False
TXN001063,ACC00066,CUST0004,2023-04-11,6303.75,WITHDRAWAL,WIRE,TRANSFER,Transaction 1063,True
TXN001064,ACC00120,CUST0051,2022-08-23,6546.35,WITHDRAWAL,WIRE,OTHER,Transaction 1064,False
TXN001065,ACC00297,CUST0013,2023-10-12,420.51,WITHDRAWAL,ONLINE,TRANSFER,Transaction 1065,False
TXN001066,ACC00132,CUST0088,2022-02-03,6784.2,TRANSFER,WIRE,TRANSFER,Transaction 1066,True
TXN001067,ACC00308,CUST0052,2023-04-26,3497.95,DEPOSIT,WIRE,UTILITIES,Transaction 1067,True
TXN001068,ACC00262,CUST0002,2022-06-08,2370.55,TRANSFER,WIRE,GROCERIES,Transaction 1068,False
TXN001069,ACC00037,CUST0095,2024-05-23,8758.66,WITHDRAWAL,ONLINE,GROCERIES,Transaction 1069,False
TXN001070,ACC00172,CUST0102,2024-04-15,8974.02,TRANSFER,MOBILE,GROCERIES,Transaction 1070,True
TXN001071,ACC00083,CUST0005,2024-01-25,447.06,WITHDRAWAL,WIRE,SALARY,Transaction 1071,True
TXN001072,ACC00312,CUST0147,2023-03-10,8080.53,FEE,WIRE,OTHER,Transaction 1072,False
TXN001073,ACC00111,CUST0089,2024-02-15,8307.44,DEPOSIT,BRANCH,UTILITIES,Transaction 1073,True
TXN001074,ACC00040,CUST0130,2023-04-05,5654.46,FEE,WIRE,TRANSFER,Transaction 1074,False
TXN001075,ACC00276,CUST0024,2022-09-06,8476.1,FEE,ONLINE,ENTERTAINMENT,Transaction 1075,False
TXN001076,ACC00338,CUST0058,2024-12-10,5203.84,TRANSFER,ATM,RENT,Transaction 1076,False
TXN001077,ACC00125,CUST0119,2023-11-05,2431.49,TRANSFER,BRANCH,UTILITIES,Transaction 1077,False
TXN001078,ACC00060,CUST0036,2023-05-09,4450.63,PAYMENT,ATM,SALARY,Transaction 1078,False
TXN001079,ACC00287,CUST0130,2024-11-01,765.36,TRANSFER,MOBILE,ENTERTAINMENT,Transaction 1079,True
TXN001080,ACC00230,CUST0100,2024-05-07,2298.4,WITHDRAWAL,WIRE,RENT,Transaction 1080,False
TXN001081,ACC00346,CUST0093,2022-10-10,6055.85,TRANSFER,ATM,GROCERIES,Transaction 1081,True
TXN001082,ACC00042,CUST0196,2024-04-16,4210.8,WITHDRAWAL,WIRE,UTILITIES,Transaction 1082,True
TXN001083,ACC00093,CUST0190,2024-07-18,156.11,DEPOSIT,MOBILE,GROCERIES,Transaction 1083,False
TXN001084,ACC00052,CUST0133,2022-09-16,8694.72,PAYMENT,ONLINE,TRANSFER,Transaction 1084,True
TXN001085,ACC00038,CUST0099,2022-09-29,5149.46,FEE,MOBILE,UTILITIES,Transaction 1085,False
TXN001086,ACC00066,CUST0004,2024-04-03,6969.59,WITHDRAWAL,ATM,SALARY,Transaction 1086,False
TXN001087,ACC00173,CUST0138,2022-08-09,9941.35,DEPOSIT,ONLINE,TRANSFER,Transaction 1087,False
TXN001088,ACC00230,CUST0100,2024-04-17,6308.69,PAYMENT,ATM,OTHER,Transaction 1088,False
TXN001089,ACC00069,CUST0147,2023-01-11,7237.35,FEE,WIRE,SALARY,Transaction 1089,True
TXN001090,ACC00004,CUST0187,2024-01-28,6739.4,PAYMENT,MOBILE,GROCERIES,Transaction 1090,False
TXN001091,ACC00091,CUST0049,2024-11-07,7225.61,TRANSFER,ONLINE,RENT,Transaction 1091,False
TXN001092,ACC00253,CUST0175,2023-11-30,483.83,FEE,WIRE,ENTERTAINMENT,Transaction 1092,False
TXN001093,ACC00147,CUST0109,2023-10-24,3841.29,WITHDRAWAL,BRANCH,SALARY,Transaction 1093,True
TXN001094,ACC00221,CUST0027,2024-11-29,2783.28,FEE,ATM,SALARY,Transaction 1094,False
TXN001095,ACC00146,CUST0030,2022-12-06,1186.39,TRANSFER,MOBILE,UTILITIES,Transaction 1095,True
TXN001096,ACC00087,CUST0110,2023-08-14,9392.11,TRANSFER,WIRE,OTHER,Transaction 1096,True
TXN001097,ACC00119,CUST0071,2023-07-25,1410.89,WITHDRAWAL,WIRE,OTHER,Transaction 1097,True
TXN001098,ACC00015,CUST0128,2022-03-23,9598.61,FEE,WIRE,OTHER,Transaction 1098,True
TXN001099,ACC00004,CUST0187,2024-09-27,8325.21,DEPOSIT,ATM,RENT,Transaction 1099,False
TXN001100,ACC00293,CUST0163,2024-05-23,7321.16,FEE,BRANCH,OTHER,Transaction 1100,False
TXN001101,ACC00152,CUST0033,2022-08-13,7162.79,DEPOSIT,MOBILE,UTILITIES,Transaction 1101,False
TXN001102,ACC00135,CUST0110,2022-06-27,8645.16,TRANSFER,ONLINE,GROCERIES,Transaction 1102,True
TXN001103,ACC00114,CUST0183,2022-06-02,3271.83,FEE,ATM,GROCERIES,Transaction 1103,False
TXN001104,ACC00323,CUST0150,2024-11-16,6721.14,DEPOSIT,ATM,SALARY,Transaction 1104,False
TXN001105,ACC00052,CUST0133,2024-12-03,3175.95,FEE,ONLINE,TRANSFER,Transaction 1105,True
TXN001106,ACC00126,CUST0078,2022-10-08,5863.85,WITHDRAWAL,BRANCH,GROCERIES,Transaction 1106,False
TXN001107,ACC00078,CUST0047,2024-09-19,8138.87,PAYMENT,ATM,RENT,Transaction 1107,True
TXN001108,ACC00326,CUST0187,2022-07-01,9508.38,WITHDRAWAL,ONLINE,UTILITIES,Transaction 1108,True
TXN001109,ACC00252,CUST0196,2023-03-04,7100.2,DEPOSIT,MOBILE,TRANSFER,Transaction 1109,False
TXN001110,ACC00315,CUST0089,2024-02-18,6310.63,WITHDRAWAL,ATM,UTILITIES,Transaction 1110,True
TXN001111,ACC00154,CUST0072,2023-04-20,8750.52,PAYMENT,MOBILE,OTHER,Transaction 1111,False
TXN001112,ACC00307,CUST0100,2024-01-02,5434.59,TRANSFER,ONLINE,RENT,Transaction 1112,True
TXN001113,ACC00148,CUST0023,2024-05-09,9693.65,TRANSFER,BRANCH,TRANSFER,Transaction 1113,False
TXN001114,ACC00060,CUST0036,2022-12-27,4647.89,TRANSFER,ONLINE,GROCERIES,Transaction 1114,False
TXN001115,ACC00066,CUST0004,2024-09-17,8401.37,PAYMENT,WIRE,UTILITIES,Transaction 1115,True
TXN001116,ACC00015,CUST0128,2023-08-19,2679.97,WITHDRAWAL,MOBILE,SALARY,Transaction 1116,False
TXN001117,ACC00134,CUST0174,2023-10-13,4112.88,PAYMENT,MOBILE,UTILITIES,Transaction 1117,False
TXN001118,ACC00028,CUST0148,2023-07-04,4855.57,WITHDRAWAL,ATM,TRANSFER,Transaction 1118,True
TXN001119,ACC00158,CUST0041,2024-07-05,4098.71,FEE,BRANCH,ENTERTAINMENT,Transaction 1119,True
TXN001120,ACC00321,CUST0065,2022-08-14,9478.83,FEE,WIRE,GROCERIES,Transaction 1120,True
TXN001121,ACC00310,CUST0011,2022-02-10,9502.84,DEPOSIT,MOBILE,SALARY,Transaction 1121,False
TXN001122,ACC00181,CUST0039,2022-05-10,6549.66,FEE,BRANCH,GROCERIES,Transaction 1122,True
TXN001123,ACC00081,CUST0077,2024-03-21,8597.37,WITHDRAWAL,ATM,OTHER,Transaction 1123,True
TXN001124,ACC00192,CUST0150,2023-11-10,4134.54,FEE,BRANCH,SALARY,Transaction 1124,True
TXN001125,ACC00011,CUST0035,2024-12-14,1026.1,PAYMENT,MOBILE,SALARY,Transaction 1125,True
TXN001126,ACC00145,CUST0138,2023-09-10,243.42,WITHDRAWAL,ONLINE,GROCERIES,Transaction 1126,True
TXN001127,ACC00194,CUST0078,2024-03-31,1312.8,TRANSFER,ONLINE,SALARY,Transaction 1127,True
TXN001128,ACC00259,CUST0050,2024-04-30,202.52,FEE,WIRE,RENT,Transaction 1128,True
TXN001129,ACC00302,CUST0164,2024-03-12,1943.65,FEE,ATM,OTHER,Transaction 1129,False
TXN001130,ACC00218,CUST0064,2024-11-15,7435.09,TRANSFER,ATM,UTILITIES,Transaction 1130,True
TXN001131,ACC00052,CUST0133,2023-06-26,9692.65,FEE,MOBILE,UTILITIES,Transaction 1131,False
TXN001132,ACC00220,CUST0123,2022-07-10,2223.31,PAYMENT,WIRE,GROCERIES,Transaction 1132,False
TXN001133,ACC00146,CUST0030,2024-12-28,5066.43,PAYMENT,ONLINE,UTILITIES,Transaction 1133,False
TXN001134,ACC00191,CUST0189,2022-08-10,4523.25,FEE,ONLINE,UTILITIES,Transaction 1134,True
TXN001135,ACC00229,CUST0179,2024-01-28,4768.59,DEPOSIT,ATM,GROCERIES,Transaction 1135,True
TXN001136,ACC00323,CUST0150,2022-06-21,954.79,WITHDRAWAL,BRANCH,OTHER,Transaction 1136,False
TXN001137,ACC00304,CUST0014,2023-05-27,839.8,PAYMENT,WIRE,OTHER,Transaction 1137,False
TXN001138,ACC00268,CUST0043,2023-04-22,590.27,PAYMENT,ATM,UTILITIES,Transaction 1138,False
TXN001139,ACC00173,CUST0138,2022-11-05,366.06,FEE,WIRE,UTILITIES,Transaction 1139,True
TXN001140,ACC00138,CUST0172,2023-03-05,7550.62,PAYMENT,WIRE,UTILITIES,Transaction 1140,False
TXN001141,ACC00334,CUST0188,2023-04-28,3219.06,PAYMENT,WIRE,ENTERTAINMENT,Transaction 1141,True
TXN001142,ACC00054,CUST0064,2024-05-21,6992.86,PAYMENT,BRANCH,OTHER,Transaction 1142,True
TXN001143,ACC00083,CUST0005,2024-11-30,7481.74,WITHDRAWAL,BRANCH,UTILITIES,Transaction 1143,True
TXN001144,ACC00020,CUST0146,2024-05-18,4952.35,FEE,MOBILE,RENT,Transaction 1144,False
TXN001145,ACC00205,CUST0200,2022-01-19,2968.21,PAYMENT,ATM,TRANSFER,Transaction 1145,False
TXN001146,ACC00268,CUST0043,2023-10-23,6151.39,TRANSFER,WIRE,TRANSFER,Transaction 1146,True
TXN001147,ACC00073,CUST0181,2023-08-18,5232.99,WITHDRAWAL,WIRE,TRANSFER,Transaction 1147,False
TXN001148,ACC00266,CUST0079,2023-05-30,4721.63,WITHDRAWAL,ATM,TRANSFER,Transaction 1148,True
TXN001149,ACC00085,CUST0075,2024-12-09,7151.1,PAYMENT,ONLINE,GROCERIES,Transaction 1149,False
TXN001150,ACC00092,CUST0151,2022-11-04,4705.46,DEPOSIT,ATM,TRANSFER,Transaction 1150,True
TXN001151,ACC00103,CUST0135,2022-07-12,5377.78,TRANSFER,ONLINE,SALARY,Transaction 1151,False
TXN001152,ACC00305,CUST0016,2022-11-17,668.65,FEE,BRANCH,GROCERIES,Transaction 1152,True
TXN001153,ACC00099,CUST0139,2023-07-17,2842.59,PAYMENT,WIRE,TRANSFER,Transaction 1153,False
TXN001154,ACC00189,CUST0096,2024-04-05,9343.14,FEE,WIRE,TRANSFER,Transaction 1154,True
TXN001155,ACC00040,CUST0130,2022-11-09,1030.66,WITHDRAWAL,ATM,RENT,Transaction 1155,False
TXN001156,ACC00289,CUST0147,2022-07-29,1267.91,FEE,WIRE,TRANSFER,Transaction 1156,False
TXN001157,ACC00170,CUST0034,2023-07-22,9666.62,FEE,MOBILE,RENT,Transaction 1157,True
TXN001158,ACC00002,CUST0183,2023-04-20,9890.88,DEPOSIT,WIRE,RENT,Transaction 1158,True
TXN001159,ACC00085,CUST0075,2024-08-31,8746.27,TRANSFER,ONLINE,SALARY,Transaction 1159,True
TXN001160,ACC00262,CUST0002,2024-06-19,4254.63,PAYMENT,ATM,GROCERIES,Transaction 1160,True
TXN001161,ACC00124,CUST0145,2024-03-16,3773.72,PAYMENT,MOBILE,GROCERIES,Transaction 1161,False
TXN001162,ACC00268,CUST0043,2023-10-12,5307.32,FEE,BRANCH,RENT,Transaction 1162,False
TXN001163,ACC00074,CUST0138,2024-06-14,5605.3,PAYMENT,ATM,TRANSFER,Transaction 1163,True
TXN001164,ACC00286,CUST0170,2024-06-10,6521.27,WITHDRAWAL,ONLINE,OTHER,Transaction 1164,False
TXN001165,ACC00239,CUST0078,2023-12-10,7285.19,WITHDRAWAL,WIRE,ENTERTAINMENT,Transaction 1165,True
TXN001166,ACC00196,CUST0141,2024-02-06,1790.88,DEPOSIT,BRANCH,UTILITIES,Transaction 1166,False
TXN001167,ACC00270,CUST0153,2023-02-04,57.14,TRANSFER,ATM,SALARY,Transaction 1167,False
TXN001168,ACC00130,CUST0131,2024-10-26,9215.72,FEE,ATM,SALARY,Transaction 1168,False
TXN001169,ACC00329,CUST0146,2024-09-07,3983.54,TRANSFER,ATM,TRANSFER,Transaction 1169,True
TXN001170,ACC00293,CUST0163,2022-03-04,8631.99,PAYMENT,WIRE,TRANSFER,Transaction 1170,False
TXN001171,ACC00252,CUST0196,2022-12-22,4735.01,FEE,ONLINE,SALARY,Transaction 1171,False
TXN001172,ACC00015,CUST0128,2022-11-10,7056.69,WITHDRAWAL,BRANCH,SALARY,Transaction 1172,False
TXN001173,ACC00062,CUST0186,2022-04-25,4434.34,DEPOSIT,ATM,SALARY,Transaction 1173,False
TXN001174,ACC00100,CUST0162,2022-02-04,3327.32,TRANSFER,BRANCH,ENTERTAINMENT,Transaction 1174,False
TXN001175,ACC00265,CUST0161,2022-01-30,9405.51,PAYMENT,MOBILE,OTHER,Transaction 1175,True
TXN001176,ACC00034,CUST0008,2023-01-31,8250.65,FEE,BRANCH,TRANSFER,Transaction 1176,False
TXN001177,ACC00043,CUST0019,2022-12-20,4434.55,TRANSFER,WIRE,RENT,Transaction 1177,False
TXN001178,ACC00089,CUST0077,2022-01-07,3112.33,FEE,ATM,SALARY,Transaction 1178,False
TXN001179,ACC00239,CUST0078,2022-06-26,5662.33,PAYMENT,ONLINE,SALARY,Transaction 1179,True
TXN001180,ACC00094,CUST0062,2022-06-26,1857.4,FEE,ONLINE,OTHER,Transaction 1180,True
TXN001181,ACC00006,CUST0148,2023-03-22,6379.82,PAYMENT,ONLINE,TRANSFER,Transaction 1181,True
TXN001182,ACC00158,CUST0041,2023-01-27,7474.34,WITHDRAWAL,ATM,SALARY,Transaction 1182,False
TXN001183,ACC00147,CUST0109,2022-12-31,2790.35,FEE,ATM,UTILITIES,Transaction 1183,True
TXN001184,ACC00097,CUST0051,2023-07-13,8835.8,WITHDRAWAL,ATM,GROCERIES,Transaction 1184,False
TXN001185,ACC00136,CUST0051,2022-07-09,4899.37,FEE,ATM,GROCERIES,Transaction 1185,False
TXN001186,ACC00324,CUST0078,2022-12-16,368.27,FEE,MOBILE,RENT,Transaction 1186,True
TXN001187,ACC00223,CUST0026,2023-12-12,6460.43,TRANSFER,BRANCH,GROCERIES,Transaction 1187,False
TXN001188,ACC00047,CUST0130,2024-11-17,7734.32,TRANSFER,BRANCH,UTILITIES,Transaction 1188,False
TXN001189,ACC00017,CUST0110,2022-08-25,5170.78,WITHDRAWAL,MOBILE,RENT,Transaction 1189,False
TXN001190,ACC00301,CUST0160,2023-10-24,3723.46,PAYMENT,WIRE,SALARY,Transaction 1190,False
TXN001191,ACC00054,CUST0064,2024-01-05,8693.42,DEPOSIT,BRANCH,UTILITIES,Transaction 1191,False
TXN001192,ACC00172,CUST0102,2023-11-21,6479.17,DEPOSIT,BRANCH,GROCERIES,Transaction 1192,False
TXN001193,ACC00084,CUST0012,2024-08-14,5468.23,DEPOSIT,MOBILE,OTHER,Transaction 1193,False
TXN001194,ACC00304,CUST0014,2024-06-09,7309.82,PAYMENT,BRANCH,GROCERIES,Transaction 1194,False
TXN001195,ACC00308,CUST0052,2023-11-23,4826.09,PAYMENT,ATM,SALARY,Transaction 1195,True
TXN001196,ACC00260,CUST0052,2022-08-09,4210.44,TRANSFER,WIRE,UTILITIES,Transaction 1196,True
TXN001197,ACC00084,CUST0012,2024-11-14,1664.68,TRANSFER,WIRE,TRANSFER,Transaction 1197,True
TXN001198,ACC00291,CUST0144,2022-10-13,1299.78,TRANSFER,ONLINE,SALARY,Transaction 1198,False
TXN001199,ACC00073,CUST0181,2023-12-10,4587.68,WITHDRAWAL,MOBILE,SALARY,Transaction 1199,True
TXN001200,ACC00103,CUST0135,2022-12-19,3013.52,DEPOSIT,BRANCH,RENT,Transaction 1200,True
TXN001201,ACC00224,CUST0077,2022-07-04,7241.62,WITHDRAWAL,WIRE,OTHER,Transaction 1201,False
TXN001202,ACC00003,CUST0121,2024-09-04,1594.14,DEPOSIT,MOBILE,ENTERTAINMENT,Transaction 1202,False
TXN001203,ACC00109,CUST0151,2024-08-25,6684.7,PAYMENT,BRANCH,OTHER,Transaction 1203,True
TXN001204,ACC00199,CUST0085,2022-09-21,3184.25,WITHDRAWAL,MOBILE,OTHER,Transaction 1204,False
TXN001205,ACC00145,CUST0138,2024-05-19,5969.79,FEE,ONLINE,GROCERIES,Transaction 1205,False
TXN001206,ACC00343,CUST0097,2022-02-25,2217.72,FEE,BRANCH,OTHER,Transaction 1206,True
TXN001207,ACC00189,CUST0096,2024-01-12,3399.17,DEPOSIT,WIRE,ENTERTAINMENT,Transaction 1207,False
TXN001208,ACC00040,CUST0130,2023-04-17,1381.66,WITHDRAWAL,ONLINE,RENT,Transaction 1208,False
TXN001209,ACC00223,CUST0026,2022-07-10,3396.53,WITHDRAWAL,MOBILE,RENT,Transaction 1209,False
TXN001210,ACC00160,CUST0079,2024-03-03,6753.05,PAYMENT,ONLINE,GROCERIES,Transaction 1210,False
TXN001211,ACC00092,CUST0151,2022-12-01,3982.76,FEE,ONLINE,UTILITIES,Transaction 1211,True
TXN001212,ACC00178,CUST0017,2022-07-27,6559.03,PAYMENT,ONLINE,RENT,Transaction 1212,False
TXN001213,ACC00066,CUST0004,2024-11-04,3840.52,PAYMENT,ONLINE,UTILITIES,Transaction 1213,False
TXN001214,ACC00217,CUST0082,2022-04-22,3030.24,TRANSFER,ONLINE,ENTERTAINMENT,Transaction 1214,False
TXN001215,ACC00258,CUST0076,2024-02-03,7810.25,TRANSFER,WIRE,GROCERIES,Transaction 1215,True
TXN001216,ACC00092,CUST0151,2024-05-18,5317.58,PAYMENT,ONLINE,RENT,Transaction 1216,True
TXN001217,ACC00173,CUST0138,2023-06-13,1976.93,FEE,MOBILE,UTILITIES,Transaction 1217,True
TXN001218,ACC00238,CUST0177,2023-07-31,399.4,PAYMENT,MOBILE,GROCERIES,Transaction 1218,True
TXN001219,ACC00307,CUST0100,2024-01-27,2524.02,TRANSFER,ATM,OTHER,Transaction 1219,True
TXN001220,ACC00278,CUST0174,2023-07-02,1788.1,TRANSFER,MOBILE,SALARY,Transaction 1220,False
TXN001221,ACC00167,CUST0177,2023-09-02,6360.19,FEE,ONLINE,GROCERIES,Transaction 1221,True
TXN001222,ACC00273,CUST0031,2024-03-22,2487.02,DEPOSIT,WIRE,SALARY,Transaction 1222,True
TXN001223,ACC00075,CUST0115,2024-10-07,4311.57,TRANSFER,ATM,UTILITIES,Transaction 1223,True
TXN001224,ACC00269,CUST0044,2024-07-27,407.37,TRANSFER,ATM,SALARY,Transaction 1224,True
TXN001225,ACC00312,CUST0147,2022-07-27,3819.75,DEPOSIT,ATM,TRANSFER,Transaction 1225,False
TXN001226,ACC00217,CUST0082,2024-03-31,224.81,TRANSFER,ONLINE,OTHER,Transaction 1226,False
TXN001227,ACC00060,CUST0036,2023-01-28,5709.38,TRANSFER,WIRE,ENTERTAINMENT,Transaction 1227,True
TXN001228,ACC00026,CUST0127,2024-02-06,5733.79,WITHDRAWAL,MOBILE,GROCERIES,Transaction 1228,True
TXN001229,ACC00142,CUST0126,2024-10-24,6714.72,FEE,MOBILE,RENT,Transaction 1229,False
TXN001230,ACC00140,CUST0081,2022-01-11,4072.42,DEPOSIT,MOBILE,TRANSFER,Transaction 1230,True
TXN001231,ACC00141,CUST0153,2023-07-01,4624.95,TRANSFER,ONLINE,RENT,Transaction 1231,True
TXN001232,ACC00010,CUST0091,2023-10-27,2211.36,FEE,ATM,TRANSFER,Transaction 1232,False
TXN001233,ACC00302,CUST0164,2024-05-11,6348.09,TRANSFER,WIRE,UTILITIES,Transaction 1233,False
TXN001234,ACC00286,CUST0170,2022-01-26,3430.16,TRANSFER,ATM,OTHER,Transaction 1234,False
TXN001235,ACC00078,CUST0047,2024-08-04,8543.71,PAYMENT,BRANCH,ENTERTAINMENT,Transaction 1235,True
TXN001236,ACC00345,CUST0036,2024-03-09,2557.67,DEPOSIT,WIRE,SALARY,Transaction 1236,False
TXN001237,ACC00288,CUST0072,2023-12-09,831.84,FEE,ATM,GROCERIES,Transaction 1237,False
TXN001238,ACC00162,CUST0059,2024-07-13,6745.34,DEPOSIT,BRANCH,ENTERTAINMENT,Transaction 1238,True
TXN001239,ACC00320,CUST0019,2023-12-22,5649.36,PAYMENT,ONLINE,OTHER,Transaction 1239,False
TXN001240,ACC00285,CUST0172,2024-10-02,9896.81,PAYMENT,WIRE,RENT,Transaction 1240,False
TXN001241,ACC00311,CUST0182,2022-09-10,970.7,WITHDRAWAL,BRANCH,SALARY,Transaction 1241,False
TXN001242,ACC00092,CUST0151,2022-11-22,7668.98,PAYMENT,WIRE,UTILITIES,Transaction 1242,False
TXN001243,ACC00112,CUST0084,2024-05-06,9004.69,TRANSFER,ATM,OTHER,Transaction 1243,False
